Country,City,UpdateTimeUTC,JamsDelay,TrafficIndexLive,JamsLengthInKms,JamsCount,TrafficIndexWeekAgo,UpdateTimeUTCWeekAgo,TravelTimeLivePer10KmsMins,TravelTimeHistoricPer10KmsMins,MinsDelay
ARE,abu-dhabi,46:30.0,95.2,10,11.3,33,9,46:30.0,9.682635981,9.719312285,-0.036676305
ARE,abu-dhabi,46:30.0,19.6,8,2.8,7,8,46:30.0,9.390756361,9.526574382,-0.135818021
ARE,abu-dhabi,01:30.0,24.9,8,10.6,7,8,01:00.0,9.243780053,9.237109902,0.006670151
ARE,abu-dhabi,01:30.0,41.8,8,13.2,12,9,16:30.0,9.008083061,8.967998091,0.04008497
ARE,abu-dhabi,01:30.0,13.5,8,4.5,4,8,16:30.0,8.972685732,8.878209769,0.094475964
ARE,abu-dhabi,46:30.0,22.6,7,6,7,7,31:30.0,8.864876905,8.793112144,0.071764761
ARE,abu-dhabi,46:30.0,5.8,3,1.6,2,3,46:30.0,8.333110311,8.482952278,-0.149841968
ARE,abu-dhabi,01:30.0,11.1,1,0.8,4,1,01:30.0,8.090226383,8.301169327,-0.210942944
ARE,abu-dhabi,01:30.0,5.1,1,1.3,2,1,01:30.0,8.170157474,8.374626518,-0.204469044
ARE,abu-dhabi,01:30.0,13.2,2,0.8,3,2,01:30.0,8.264587657,8.485110246,-0.220522589
ARE,abu-dhabi,01:00.0,17.2,4,4.1,9,4,01:30.0,8.614576024,8.771171637,-0.156595613
ARE,abu-dhabi,01:00.0,38.7,7,3.7,12,8,01:00.0,9.044289467,9.202116484,-0.157827017
ARE,abu-dhabi,01:00.0,55.8,10,3.6,19,11,01:00.0,9.550611461,9.797174399,-0.246562938
ARE,abu-dhabi,01:00.0,86,13,10.7,32,13,01:00.0,9.937068691,10.20082798,-0.263759285
ARE,abu-dhabi,01:00.0,131.1,15,15.7,47,15,01:00.0,10.08736047,10.40877177,-0.321411293
ARE,abu-dhabi,01:00.0,211,17,25.7,67,16,01:00.0,10.28989792,10.48791173,-0.19801381
ARE,abu-dhabi,01:00.0,319.8,20,35.8,91,19,01:00.0,10.55198102,10.43644327,0.115537747
ARE,abu-dhabi,01:00.0,279.5,19,37.7,78,19,46:00.0,10.42530889,10.18918809,0.236120803
ARE,abu-dhabi,31:00.0,260.1,19,38.8,67,17,31:00.0,10.35003816,9.989796325,0.360241833
ARE,abu-dhabi,46:00.0,120,13,16.9,43,13,46:00.0,9.799448441,9.732232062,0.067216379
ARE,abu-dhabi,01:00.0,77.7,11,8,24,12,31:30.0,9.612933545,9.593426,0.019507545
ARE,abu-dhabi,01:30.0,137,12,15.6,41,11,01:30.0,9.816147988,9.781914559,0.034233429
ARE,abu-dhabi,01:30.0,127.7,13,15.9,38,12,01:30.0,9.975730578,9.911576943,0.064153635
ARE,abu-dhabi,16:00.0,136.2,14,18.1,45,12,01:30.1,10.03525908,9.966682713,0.068576366
ARE,abu-dhabi,31:30.0,104.5,13,14.7,33,12,31:30.0,9.874086789,9.87932646,-0.005239672
ARE,abu-dhabi,31:30.0,61.8,12,11.7,25,10,16:30.0,9.715789375,9.707075599,0.008713777
ARE,abu-dhabi,01:30.0,25.5,10,8.7,7,10,16:30.0,9.440785068,9.439664795,0.001120273
ARE,abu-dhabi,16:30.0,35.1,10,8.8,11,10,16:30.0,9.383798834,9.281374901,0.102423933
ARE,abu-dhabi,16:30.0,20.5,9,7.3,7,9,16:30.0,9.182365376,9.102676134,0.079689242
ARE,abu-dhabi,46:30.0,16.5,9,3.7,7,8,31:30.0,9.080631643,8.966681105,0.113950538
ARE,abu-dhabi,46:30.0,33.6,4,4.1,4,4,46:30.0,8.514703325,8.652402405,-0.13769908
ARE,abu-dhabi,01:30.0,2.7,1,0.2,1,1,01:30.0,8.174611543,8.414897134,-0.240285592
ARE,abu-dhabi,01:30.0,15.2,2,1.6,3,2,01:30.0,8.336470232,8.540304778,-0.203834546
ARE,abu-dhabi,01:30.0,13.6,2,2.6,5,3,01:30.0,8.459093308,8.712481071,-0.253387763
ARE,abu-dhabi,01:30.0,10.4,4,1,4,5,01:00.0,8.803455108,8.979697117,-0.17624201
ARE,abu-dhabi,01:00.0,22.9,7,3.8,10,8,01:00.0,9.307169905,9.505895514,-0.198725608
ARE,abu-dhabi,01:00.0,38.4,10,4.7,13,11,01:00.0,9.774792594,9.997884884,-0.22309229
ARE,abu-dhabi,01:00.0,92,13,10.8,33,13,01:00.0,10.09139403,10.35974242,-0.268348386
ARE,abu-dhabi,01:00.0,147,16,16.8,50,16,01:00.0,10.3464709,10.66166568,-0.315194776
ARE,abu-dhabi,01:00.0,232.3,19,26.7,74,19,01:00.0,10.57539007,10.78050253,-0.205112462
ARE,abu-dhabi,01:00.0,434,24,53.4,120,22,01:00.0,10.92183962,10.7023384,0.219501223
ARE,abu-dhabi,01:00.0,357.6,25,45.7,97,21,46:00.0,11.0758463,10.42443717,0.651409138
ARE,abu-dhabi,46:00.0,390.8,24,51.7,106,17,46:00.0,10.90195037,10.19366936,0.708281013
ARE,abu-dhabi,46:00.0,176.7,18,22.2,55,11,46:00.0,10.33906302,9.7278212,0.61124182
ARE,abu-dhabi,01:30.0,83.2,12,13.9,29,9,01:00.0,9.713561179,9.589932481,0.123628698
ARE,abu-dhabi,01:30.0,102,12,12.4,33,11,01:30.0,10.0188915,10.06149194,-0.04260044
ARE,abu-dhabi,01:30.0,122.7,11,14.3,37,10,01:30.0,9.640272194,10.02476722,-0.384495025
ARE,abu-dhabi,46:30.0,103.2,11,14.2,30,11,46:30.0,9.592122202,10.14326108,-0.551138876
ARE,abu-dhabi,01:30.0,32.2,9,2.1,11,9,01:30.0,9.552380671,9.813458951,-0.261078281
ARE,abu-dhabi,01:30.0,50.1,10,6.1,14,9,01:30.0,9.575452909,9.635892807,-0.060439898
ARE,abu-dhabi,31:30.0,48.5,10,11.8,15,8,16:30.0,9.48854991,9.580107249,-0.09155734
ARE,abu-dhabi,01:30.0,76.8,8,12.3,19,7,16:30.0,8.930573922,9.241190074,-0.310616152
ARE,abu-dhabi,46:30.0,71.5,7,8.5,18,5,16:30.0,8.775714654,9.11522207,-0.339507416
ARE,abu-dhabi,16:30.0,22.3,6,10.1,7,4,16:30.0,8.710156985,8.673801763,0.036355222
ARE,abu-dhabi,46:30.0,13.6,4,6,5,3,46:30.0,8.505184288,8.574057901,-0.068873613
ARE,abu-dhabi,31:30.0,0,3,0,0,3,46:30.0,8.397012407,8.54392301,-0.146910602
ARE,abu-dhabi,01:30.0,3.9,2,0.2,1,2,01:30.0,8.345927217,8.555864774,-0.209937558
ARE,abu-dhabi,46:30.0,0,2,0,0,2,01:30.0,8.355592342,8.583809001,-0.228216659
ARE,abu-dhabi,01:30.0,18.6,2,1.2,4,2,01:30.0,8.595366723,8.811830865,-0.216464142
ARE,abu-dhabi,01:00.0,18.3,3,2.8,6,4,01:00.0,8.781374237,9.005116311,-0.223742073
ARE,abu-dhabi,01:00.0,3.8,6,0.6,4,6,01:00.0,9.165592413,9.370950608,-0.205358195
ARE,abu-dhabi,01:00.0,14.3,9,1.4,8,9,01:00.0,9.727630987,9.868840838,-0.141209851
ARE,abu-dhabi,01:30.0,70.8,12,7.1,28,12,01:00.0,10.07868972,10.32697908,-0.248289365
ARE,abu-dhabi,01:00.0,181.2,15,21.3,61,15,01:00.0,10.44648073,10.68484025,-0.238359521
ARE,abu-dhabi,01:00.0,213.2,20,23.5,71,19,01:00.0,10.80035597,10.99557787,-0.195221899
ARE,abu-dhabi,01:00.0,593.1,29,80.3,161,27,01:00.0,11.41888654,11.17396592,0.244920617
ARE,abu-dhabi,46:00.0,659.8,30,89.2,172,27,31:00.0,11.45279165,11.21581923,0.236972418
ARE,abu-dhabi,46:00.0,565.9,25,70.4,144,24,46:00.0,11.01977706,10.90018804,0.119589016
ARE,abu-dhabi,46:00.0,193.7,15,22.4,54,14,46:00.0,10.09120226,10.30473428,-0.213532021
ARE,abu-dhabi,31:00.0,147.9,12,14.4,45,12,01:00.0,9.636511208,10.00882129,-0.372310084
ARE,abu-dhabi,01:00.0,110.6,13,8.6,29,12,01:00.0,9.892720624,10.03156631,-0.138845687
ARE,abu-dhabi,01:00.0,203.5,14,20.1,48,13,01:00.0,9.973108778,10.07719147,-0.104082695
ARE,abu-dhabi,46:30.0,191.7,14,20.1,48,13,01:00.0,9.997454289,10.08559729,-0.088143003
ARE,abu-dhabi,16:30.0,117.3,12,15,34,13,46:00.0,9.791068448,10.04589178,-0.254823331
ARE,abu-dhabi,16:30.0,51.3,11,8.8,15,12,16:30.0,9.519386173,9.813743929,-0.294357756
ARE,abu-dhabi,16:30.0,76.1,10,12.1,22,10,31:30.0,9.409120114,9.719491328,-0.310371214
ARE,abu-dhabi,01:30.0,97.1,9,17.3,30,8,01:30.0,8.850318884,9.53064886,-0.680329976
ARE,abu-dhabi,46:30.0,71,7,11.5,17,6,31:30.0,8.620053773,9.349944092,-0.729890318
ARE,abu-dhabi,01:30.0,20.7,4,6.4,6,4,46:30.0,8.17541242,8.304622031,-0.129209611
ARE,abu-dhabi,46:30.0,15.1,3,7.4,6,3,31:30.0,8.276454906,8.427104556,-0.15064965
ARE,abu-dhabi,01:30.0,4.5,1,0.3,1,2,46:30.0,8.307162181,8.574745302,-0.267583121
ARE,abu-dhabi,31:30.0,0,2,0,0,2,01:30.0,8.448478933,8.69103233,-0.242553397
ARE,abu-dhabi,01:30.0,4.5,2,0.3,2,2,01:30.0,8.407099072,8.654488289,-0.247389217
ARE,abu-dhabi,01:30.0,0,3,0,0,3,01:30.0,8.558726435,8.769924901,-0.211198466
ARE,abu-dhabi,01:30.0,20.6,6,2.9,9,6,01:30.0,9.018223185,9.138228189,-0.120005004
ARE,abu-dhabi,01:00.0,33.4,9,3.8,9,9,01:00.0,9.428097818,9.484144564,-0.056046746
ARE,abu-dhabi,01:00.0,67.8,12,8.7,25,12,01:00.0,9.78694096,9.92820618,-0.14126522
ARE,abu-dhabi,01:00.0,161.3,15,17.6,50,15,01:00.0,10.15072692,10.29039847,-0.139671545
ARE,abu-dhabi,01:00.0,217.3,17,26.2,70,18,01:00.0,10.38419487,10.44376462,-0.059569753
ARE,abu-dhabi,01:00.0,232.7,17,23.5,79,24,01:00.0,10.28717315,10.33492753,-0.047754381
ARE,abu-dhabi,46:00.0,192.7,16,23.9,66,25,46:00.0,10.19065022,10.25626689,-0.065616674
ARE,abu-dhabi,46:00.0,189.5,14,23,57,22,46:00.0,10.00806957,10.05281901,-0.044749436
ARE,abu-dhabi,46:00.0,104,10,8.2,31,14,46:00.0,9.429378423,9.544032718,-0.114654295
ARE,abu-dhabi,31:00.0,48.8,8,4.3,18,11,01:00.0,9.117760354,9.230021865,-0.112261512
ARE,abu-dhabi,01:00.0,57.6,7,6.1,19,13,01:00.0,9.119475667,9.345142895,-0.225667228
ARE,abu-dhabi,01:00.0,30.8,7,5.2,12,13,31:00.0,9.095527726,9.348756876,-0.25322915
ARE,abu-dhabi,01:30.0,24.1,7,3.6,7,14,31:00.0,9.087599234,9.343622792,-0.256023558
ARE,abu-dhabi,46:30.0,30.1,7,6.6,10,13,46:30.0,9.088618565,9.345154187,-0.256535622
ARE,abu-dhabi,01:30.0,30,6,8.4,10,12,46:30.0,9.051970111,9.191095078,-0.139124967
ARE,abu-dhabi,01:30.0,30.8,7,11.8,11,10,31:30.0,8.999873255,9.010142728,-0.010269473
ARE,abu-dhabi,31:30.0,49.3,8,22.1,15,8,16:30.0,8.884703386,8.83207802,0.052625366
ARE,abu-dhabi,46:30.0,55.2,6,19.5,14,7,31:30.0,8.546880314,8.613128752,-0.066248438
ARE,abu-dhabi,16:30.0,6.6,3,1.6,2,4,31:30.0,8.016649211,8.200954709,-0.184305498
ARE,abu-dhabi,01:30.0,4.5,2,0.3,1,3,46:30.0,7.913772274,8.058972946,-0.145200672
ARE,abu-dhabi,01:30.0,14.1,3,3.3,4,2,01:30.0,8.086497192,8.165527039,-0.079029847
ARE,abu-dhabi,01:30.0,12.9,5,2.5,5,2,01:30.0,8.560399063,8.519633663,0.0407654
ARE,abu-dhabi,01:30.0,136,21,20.6,32,3,01:30.0,10.35573159,9.049445144,1.306286446
ARE,abu-dhabi,16:30.0,455.2,31,40.4,72,4,01:30.0,11.45687803,9.305173849,2.151704178
ARE,abu-dhabi,01:00.0,399.4,27,38,75,6,01:30.0,11.67006216,9.952810535,1.717251627
ARE,abu-dhabi,46:00.0,366.4,28,39.8,82,9,01:00.0,11.68632209,10.00846879,1.677853298
ARE,abu-dhabi,01:00.0,258.7,22,26.8,73,13,01:00.0,10.92918316,10.22056438,0.708618777
ARE,abu-dhabi,46:00.0,268.5,22,30.6,66,16,01:00.0,10.87938302,10.23562735,0.643755665
ARE,abu-dhabi,46:00.0,274.3,20,32.9,76,22,01:00.0,10.5121643,10.3145795,0.197584804
ARE,abu-dhabi,01:00.0,369.8,23,47.7,101,29,01:00.0,10.6767797,10.93186127,-0.255081566
ARE,abu-dhabi,01:00.0,432.5,24,61.1,115,29,46:00.0,10.82042829,10.92782426,-0.107395965
ARE,abu-dhabi,46:00.0,464.9,23,63.3,133,25,46:00.0,10.72530875,10.76324443,-0.037935683
ARE,abu-dhabi,46:00.0,247.9,17,30.1,73,16,46:00.0,10.14926094,10.19722043,-0.047959495
ARE,abu-dhabi,01:00.0,128.2,14,15.7,36,16,01:00.0,9.827585013,9.956294824,-0.128709811
ARE,abu-dhabi,01:00.0,193,15,20.9,48,17,46:00.3,10.0466928,10.01735494,0.029337866
ARE,abu-dhabi,01:00.0,187.7,15,20.7,53,14,01:30.0,10.15958713,10.19165531,-0.032068184
ARE,abu-dhabi,16:00.0,194,16,21.9,51,15,16:30.0,10.25029341,10.25913569,-0.008842285
ARE,abu-dhabi,01:30.0,145.2,15,20.1,35,14,46:30.0,10.09015643,10.11965138,-0.029494943
ARE,abu-dhabi,16:30.0,176.3,14,28.9,43,12,31:30.0,9.899466718,9.969974892,-0.070508174
ARE,abu-dhabi,01:30.0,346.7,18,39.6,52,10,16:30.0,10.03566078,9.917936082,0.117724695
ARE,abu-dhabi,46:30.0,380.8,17,41.9,65,9,01:30.0,9.849535386,9.927383146,-0.07784776
ARE,abu-dhabi,46:30.0,325.7,15,37.7,46,8,46:30.0,9.314770933,9.5843145,-0.269543568
ARE,abu-dhabi,46:30.0,192.8,12,38.5,37,4,31:30.0,8.743239351,8.361784824,0.381454528
ARE,abu-dhabi,46:30.0,41.2,7,4,8,3,46:30.0,8.665789384,8.51482918,0.150960204
ARE,abu-dhabi,01:30.0,1.4,4,0.3,1,3,46:30.0,8.425304538,8.512306315,-0.087001777
ARE,abu-dhabi,01:30.0,0,4,0,0,2,01:30.0,8.44074775,8.461283188,-0.020535437
ARE,abu-dhabi,01:30.0,3.6,4,2.2,2,2,01:30.0,8.294307792,8.367755495,-0.073447703
ARE,abu-dhabi,01:30.0,9.7,5,1.8,3,2,01:30.0,8.612944632,8.611983452,0.00096118
ARE,abu-dhabi,46:30.0,4,5,1,2,3,01:30.0,8.659071495,8.698891022,-0.039819526
ARE,abu-dhabi,01:30.0,10.5,6,0.5,3,6,01:30.0,9.102304735,9.22647778,-0.124173046
ARE,abu-dhabi,01:00.0,15,10,1.9,8,9,01:00.0,9.708904695,9.720310473,-0.011405778
ARE,abu-dhabi,01:00.0,77.4,13,10.6,24,11,01:00.0,10.02457729,10.08265947,-0.058082178
ARE,abu-dhabi,01:00.0,154.9,16,22.5,60,14,01:00.0,10.39153057,10.40715979,-0.015629216
ARE,abu-dhabi,01:00.0,259.3,21,30.6,89,19,01:00.0,10.84534722,10.78475218,0.060595041
ARE,abu-dhabi,01:00.0,509.2,30,75.2,145,28,01:00.0,11.52974106,11.05336861,0.476372449
ARE,abu-dhabi,46:00.0,581.8,30,82.8,164,30,31:00.0,11.47580266,11.07948432,0.396318333
ARE,abu-dhabi,46:00.0,559.3,25,71.4,129,28,46:00.0,11.0229286,10.77958485,0.243343745
ARE,abu-dhabi,46:00.0,217.2,16,24.2,63,22,46:00.0,10.17888829,10.25644627,-0.077557981
ARE,abu-dhabi,01:00.0,93.8,12,13.5,30,17,46:00.0,9.711362283,9.981378973,-0.27001669
ARE,abu-dhabi,01:00.0,99.6,14,15,26,13,01:00.0,10.00084294,9.995953659,0.004889281
ARE,abu-dhabi,01:30.0,124.3,14,14.7,35,14,16:00.0,9.989703517,10.06988425,-0.080180737
ARE,abu-dhabi,31:30.0,191.1,15,22.8,54,14,01:30.0,10.09015043,10.11086615,-0.020715719
ARE,abu-dhabi,46:30.0,154.6,14,22.5,50,13,16:30.0,9.968632203,10.07730525,-0.108673051
ARE,abu-dhabi,46:30.0,95.4,12,14,31,11,01:30.0,9.65481053,9.842008447,-0.187197917
ARE,abu-dhabi,16:30.0,37.6,10,8.9,13,11,31:30.0,9.343145436,9.926329235,-0.583183799
ARE,abu-dhabi,01:30.0,67.4,9,12.5,24,10,31:00.0,8.840590799,9.767273858,-0.926683059
ARE,abu-dhabi,46:30.0,45,8,18.2,15,7,16:30.0,8.628096179,9.487453355,-0.859357176
ARE,abu-dhabi,46:30.0,41.1,5,19.6,15,5,46:30.0,8.035717382,8.199304468,-0.163587086
ARE,abu-dhabi,16:30.0,0.7,2,1.8,1,2,31:30.0,7.994896215,8.193007112,-0.198110897
ARE,abu-dhabi,01:30.0,15.6,1,3.6,5,2,31:30.0,8.050258276,8.267248826,-0.21699055
ARE,abu-dhabi,01:30.0,3.7,1,0.1,1,1,01:30.0,8.280904498,8.479336035,-0.198431537
ARE,abu-dhabi,01:30.0,5.1,1,0.5,2,1,01:30.0,8.098620906,8.320991781,-0.222370875
ARE,abu-dhabi,01:30.0,15.9,1,1.3,4,2,01:30.0,8.076444915,8.297324331,-0.220879417
ARE,abu-dhabi,01:30.0,21.3,3,3,7,3,01:30.0,8.355850271,8.530997484,-0.175147213
ARE,abu-dhabi,01:30.0,32.9,5,4.7,10,5,01:30.0,8.786498552,8.895456275,-0.108957723
ARE,abu-dhabi,01:00.0,41.7,8,5.3,17,8,01:00.0,9.186796503,9.292732382,-0.105935878
ARE,abu-dhabi,01:00.0,74.6,11,9.8,34,12,01:00.0,9.553268681,9.712203485,-0.158934803
ARE,abu-dhabi,01:00.0,102.7,14,11.9,39,13,01:00.0,9.975773246,10.12721549,-0.151442242
ARE,abu-dhabi,01:00.0,169.1,15,19.6,59,15,01:00.0,10.13096782,10.34065055,-0.209682736
ARE,abu-dhabi,31:00.0,247.7,17,23.2,78,17,16:00.0,10.19058381,10.29839361,-0.107809797
ARE,abu-dhabi,46:00.0,208.7,17,28.3,74,16,46:00.0,10.09295394,10.09245668,0.000497255
ARE,abu-dhabi,46:00.0,188.5,15,25,61,14,31:00.0,9.922936126,9.890481053,0.032455073
ARE,abu-dhabi,46:00.0,125.8,11,14.6,39,10,46:00.0,9.526088536,9.534680849,-0.008592313
ARE,abu-dhabi,01:00.0,69,9,4.6,21,8,01:00.0,9.349684824,9.377796849,-0.028112024
ARE,abu-dhabi,01:00.0,88.9,10,9,27,9,01:00.0,9.441004839,9.467258814,-0.026253975
ARE,abu-dhabi,01:00.0,58.2,9,3,16,9,46:00.0,9.312121866,9.438198937,-0.126077072
ARE,abu-dhabi,16:30.3,69.3,10,9.3,23,9,01:30.0,9.49689111,9.536496095,-0.039604986
ARE,abu-dhabi,46:30.0,53.5,9,7.1,16,8,16:30.0,9.356219577,9.469589603,-0.113370026
ARE,abu-dhabi,46:30.0,40.1,8,4.1,11,8,01:30.0,9.224525687,9.341021087,-0.1164954
ARE,abu-dhabi,01:00.0,21.8,8,2,7,8,31:30.0,9.166843011,9.186671035,-0.019828024
ARE,abu-dhabi,16:30.0,36.7,9,10.7,10,9,31:30.0,9.097440631,9.005503155,0.091937476
ARE,abu-dhabi,16:30.0,29.5,8,6.2,9,8,01:30.0,9.013923322,8.928690424,0.085232898
ARE,abu-dhabi,31:30.0,25.6,7,9.8,9,7,46:30.0,8.755576731,8.716614392,0.038962339
ARE,abu-dhabi,46:30.0,9.9,3,3.3,3,2,31:30.0,8.145830847,8.29367629,-0.147845443
ARE,abu-dhabi,01:30.0,3.6,1,0.2,1,1,01:30.0,7.839508156,8.06237878,-0.222870624
ARE,abu-dhabi,01:30.0,3.5,1,0.1,1,2,01:30.0,7.880438497,8.093434629,-0.212996131
ARE,abu-dhabi,01:30.0,22.6,2,2.1,4,2,01:30.0,8.218750073,8.409851332,-0.19110126
ARE,abu-dhabi,01:30.0,8.9,4,1.7,6,5,01:30.0,8.478887055,8.615551441,-0.136664386
ARE,abu-dhabi,01:00.0,19.2,8,1.6,7,7,01:30.0,9.024773245,9.180262273,-0.155489028
ARE,abu-dhabi,01:00.0,49.2,11,5.5,18,10,01:00.0,9.536970462,9.689312693,-0.152342231
ARE,abu-dhabi,01:00.0,110.6,13,13.3,39,13,01:00.0,9.913053841,10.17794769,-0.264893853
ARE,abu-dhabi,01:00.0,144.9,15,16.5,55,15,01:00.0,9.988290095,10.28659211,-0.298302013
ARE,abu-dhabi,01:00.0,155,16,21,57,17,01:00.0,10.0792186,10.37570668,-0.296488081
ARE,abu-dhabi,01:00.0,308.1,19,35,83,19,01:00.0,10.24631855,10.22745839,0.018860154
ARE,abu-dhabi,46:00.0,311.4,19,38.5,89,19,46:00.0,10.22329501,10.16363441,0.059660596
ARE,abu-dhabi,31:00.0,237.4,17,27,62,18,46:00.0,9.981426878,9.8266082,0.154818678
ARE,abu-dhabi,46:00.0,170.6,13,20.3,50,12,46:00.0,9.64305794,9.611529002,0.031528938
ARE,abu-dhabi,31:30.0,90.8,12,12.7,28,10,01:30.0,9.598322072,9.474319291,0.124002781
ARE,abu-dhabi,01:30.0,89,11,8.3,27,11,01:30.0,9.564103913,9.570475691,-0.006371779
ARE,abu-dhabi,01:30.0,117.9,12,13.4,32,12,31:30.0,9.602469873,9.662704664,-0.060234791
ARE,abu-dhabi,01:30.1,105.1,12,12.7,30,12,01:30.0,9.687609561,9.747677269,-0.060067708
ARE,abu-dhabi,31:30.0,83.3,12,15.4,29,12,16:30.0,9.621701425,9.706924671,-0.085223245
ARE,abu-dhabi,16:30.0,44,10,8.8,13,11,31:30.0,9.470611246,9.587917353,-0.117306107
ARE,abu-dhabi,16:30.0,45.6,10,7.9,15,10,16:30.0,9.400530236,9.410524383,-0.009994147
ARE,abu-dhabi,16:30.0,30.1,10,10.1,10,10,31:30.0,9.323546761,9.260285204,0.063261557
ARE,abu-dhabi,16:30.0,20.1,9,8.4,7,9,31:30.0,8.966768695,8.908453998,0.058314697
